露營區名稱,所在縣市,土地,用地類別,營業狀態,符合,違反,原住民地區
神棹仙境民宿-苗栗縣三灣鄉大河村神棹山０號,苗栗縣,,,待確認,具有稅籍登記,,
梨舍橘園休閒農場-苗栗縣三灣鄉內灣村龍峎頂５－１７號,苗栗縣,,,待確認,具有稅籍登記,,
"湯神民宿 - 苗栗縣大湖鄉大寮村大窩－０號",苗栗縣,,,待確認,具有稅籍登記,,
"逸安露營區 - 苗栗縣泰安鄉大興村高熊段０地號",苗栗縣,,,待確認,具有稅籍登記,,
"雲端景觀露營區 - 苗栗縣泰安鄉中興村細道邦段０００－００００地號",苗栗縣,,,待確認,具有稅籍登記,,
"黃石山莊 - 苗栗縣三義鄉雙潭村崩山下號",苗栗縣,,,待確認,具有稅籍登記,,
"慈夢柔民宿 - 苗栗縣大湖鄉富興村八寮灣－０號",苗栗縣,,,待確認,具有稅籍登記,,
"新竹林區管理處觀霧國家森林遊樂區 - 苗栗縣泰安鄉梅園村觀霧１－３號",苗栗縣,,,營業中,具有稅籍登記,,
"達拉崗民宿 - 苗栗縣泰安鄉象鼻村象鼻號",苗栗縣,,,待確認,具有稅籍登記,,
碧絡角農場-苗栗縣南庄鄉東河村橫屏背鄰號,苗栗縣,,,待確認,具有稅籍登記,,
"福田瓦舍 - 苗栗縣三義鄉龍騰村龍騰號",苗栗縣,,,待確認,具有稅籍登記,,
福星山營地,苗栗縣,,,營業中,第一、二波公告,,
"福軒養生館 - 苗栗縣三義鄉双潭村雙連潭號",苗栗縣,,,待確認,具有稅籍登記,,
蓉櫻農場-苗栗縣南庄鄉南江村福南號,苗栗縣,,,待確認,具有稅籍登記,,
鳳櫻碧山莊-苗栗縣南庄鄉蓬萊村四十二份－號,苗栗縣,,,待確認,具有稅籍登記,,
撒萬露營區-苗栗縣南庄鄉蓬萊村北獅里興段北獅里興小段０地號,苗栗縣,,,待確認,具有稅籍登記,,
貓頭鷹生態休閒農場,苗栗縣,,,營業中,符合休閒農業輔導管理辦法,,
"簡福相 - 苗栗縣泰安鄉大興村高熊段地號",苗栗縣,,,待確認,具有稅籍登記,,
"豐本國際股份有限公司苗栗辦事處 - 苗栗縣通霄鎮南和里南和－號",苗栗縣,,,待確認,具有稅籍登記,,
石門森林休閒農場,桃園市,,,營業中,符合休閒農業輔導管理辦法,,
石門營地,桃園市,,,營業中,第一、二波公告,,
江陵日觀休閒農場,桃園市,,,營業中,符合休閒農業輔導管理辦法,,
武陵農場露營區,桃園市,,,營業中,第一、二波公告,,
桃園大溪_水漾石門,桃園市,都市土地,"保護區,水庫保護區",營業中,,"違反都市計畫法
有違反水土保持法裁罰紀錄。",否
桃園大溪_松旺農場,桃園市,非都市土地,特定農業區農牧用地,營業中,待清查,待清查,否
桃園大溪_晴耕福田養生農莊,桃園市,非都市土地,風景區農牧用地,營業中,待清查,待清查,否
桃園大溪_逸雲莊,桃園市,非都市土地,風景區農牧用地,營業中,待清查,待清查,否
桃園大溪_陽光種子農趣園,桃園市,非都市土地,風景區農牧用地,營業中,待清查,待清查,否
桃園大溪_楓之谷露營區,桃園市,待確認,待確認,營業中,待清查,待清查,
桃園大溪_福份山農園,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,否
桃園大溪_綠果子休憩站,桃園市,待確認,待確認,營業中,,有違反水土保持法裁罰紀錄。,
桃園復興_八度野溪露營區,桃園市,非都市土地,山坡地保育區交通用地,營業中,,不符合，依十一交通用地（五）戶外遊憩設施，許可使用細目內容:超輕型載具起降場。,是
桃園復興_八福露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_三木森露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_三光農場露營區,桃園市,待確認,待確認,營業中,待清查,待清查,
桃園復興_三哥休閒園區景觀神木露營地,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_山大王休閒農莊,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_山水澗溪畔烤肉區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_山雲海露營農場,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_天天營地,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_巴陵仙境果園露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_木村的家露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_比固花園,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_比該溪生態露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_卡普休閒農莊,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_永隆農場,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
"桃園復興_瓦旦喜義露營農場 (往營地叉路口)",桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_石秀灣五葉松營地,桃園市,都市土地,水庫保護區,營業中,,違反都市計畫法,否
桃園復興_伊萬農場,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_巫婆景觀農場,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_那山。達雅賀,桃園市,非都市土地,森林區林業用地,營業中,待清查,待清查,是
桃園復興_阮爸咖啡園休閒營區,桃園市,非都市土地,一般農業區農牧用地,營業中,,有違反水土保持法裁罰紀錄。,是
桃園復興_沄峰農場,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_亞力山大露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_和平橋生態露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_拉拉山吾家農場,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_拉嘎露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
"桃園復興_東眼山林家果園 (往營地叉路口)",桃園市,非都市土地,森林區林業用地,營業中,待清查,待清查,
桃園復興_東眼山農場,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_松野農園,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_花家果園露營區,桃園市,非都市土地,森林區林業用地,營業中,待清查,待清查,否
桃園復興_金暖谷,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_長榮果園夫妻樹露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_長興山水靜露營區,桃園市,都市土地,旅四，停車場用地,營業中,,違反都市計畫法,否
桃園復興_芘雅尚露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,,違反森林法,是
桃園復興_俠雲山莊,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_奎輝營地,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,否
桃園復興_流霞谷親水園區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_飛督努露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_飛鼠不渴露營農場,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_恩愛農場,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_桃源仙谷,桃園市,非都市土地,山坡地保育區交通用地,營業中,,1.不符合，依十一交通用地（五）戶外遊憩設施，許可使用細目內容:超輕型載具起降場,是
桃園復興_泰雅秘境露營區,桃園市,都市土地,住一(附),營業中,待清查,待清查,是
"桃園復興_海萍茶園露營地 (阿真小吃店)",桃園市,都市土地,商業區,營業中,待清查,待清查,是
桃園復興_茱麗葉的家舒活農場,桃園市,非都市土地,山坡地保育區農牧用地,營業中,,有違反水土保持法裁罰紀錄。,是
桃園復興_迷露谷露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_馬野露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,
桃園復興_馬灣露營區,桃園市,非都市土地,一般農業區農牧用地,營業中,,有違反水土保持法裁罰紀錄。,是
桃園復興_基拉耳景觀露營區,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,是
桃園復興_培雅境休閒露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_彩霞谷露營烤肉區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_清清露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_清龍谷野營度假中心,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_喜樂麻谷休閒農莊,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_開心農莊,桃園市,非都市土地,山坡地保育區林業用地,營業中,,有違反水土保持法裁罰紀錄。,是
桃園復興_雅比斯露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_雅渡休閒農莊,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_雲河休閒露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_雲頂休閒露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_雲霧農場,桃園市,非都市土地,山坡地保育區農牧用地,營業中,,有違反水土保持法裁罰紀錄。,是
桃園復興_微笑草地,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_溪口台露營區,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,是
桃園復興_爺亨溫泉露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_瑞士農園民宿,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,否
桃園復興_達彥休閒民宿露營區,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,是
桃園復興_嘎色鬧露營區,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,是
桃園復興_夢想家園露營區,桃園市,都市土地,第二種旅館區,營業中,,違反都市計畫法,是
桃園復興_蜻蜓露營區,桃園市,待確認,待確認,營業中,,違反森林法,
桃園復興_遠見之星露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_摩亞農場,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,是
桃園復興_樂野露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_融奎霖莊園露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_錦泰農場營地,桃園市,都市土地,第一種旅館區,營業中,待清查,待清查,
桃園復興_薔薇谷露營區,桃園市,非都市土地,山坡地保育區林業用地,營業中,待清查,待清查,否
桃園復興_霞雲谷露營區,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_霞雲神木生態露營農場,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,是
桃園復興_羅浮紅橋河畔休閒營地,桃園市,都市土地,青年活動營地用地,營業中,待清查,待清查,否
桃園復興_羅馬休閒露營區,桃園市,都市土地,住(二),營業中,,違反都市計畫法,是
桃園復興_蟹將軍露營區,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,是
桃園復興_蘋果農莊,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
"桃園復興_露薩 Lu Sa 休閒露營區",桃園市,待確認,待確認,營業中,待清查,待清查,
桃園復興_歡喜農場,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園復興_鑫園馬告咖啡,桃園市,都市土地,遊二，停(六),營業中,待清查,待清查,是
桃園復興_觀星營地,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,是
桃園復興_觀雲休憩農莊,桃園市,非都市土地,山坡地保育區農牧用地,營業中,,有違反水土保持法裁罰紀錄。,否
桃園新屋_九斗村有機農場,桃園市,非都市土地,特定農業區農牧用地,營業中,待清查,待清查,否
桃園新屋_大腳ㄚ農莊,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,否
桃園新屋_檸檬園露營區,桃園市,非都市土地,特定農業區農牧用地,營業中,待清查,待清查,否
桃園楊梅_味全埔心牧場,桃園市,都市土地,產業遊樂區,營業中,待清查,待清查,否
桃園楊梅_耀輝休閒牧場,桃園市,非都市土地,特定農業區農牧用地,營業中,待清查,待清查,否
桃園楊梅_驛品香生態農園,桃園市,非都市土地,山坡地保育區暫未編定,營業中,待清查,待清查,否
桃園龍潭_老貝殼親子假期,桃園市,非都市土地,一般農業區特定目的事業用地,營業中,待清查,待清查,否
桃園龍潭_快樂農場,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,否
桃園龍潭_活石農場營地,桃園市,非都市土地,山坡地保育區農牧用地,營業中,待清查,待清查,否
桃園龍潭_鄉之旅渡假村,桃園市,非都市土地,一般農業區農牧用地,營業中,待清查,待清查,否
桃園龍潭_貓頭鷹的家,桃園市,都市土地,農業區,營業中,,違反都市計畫法,否
"桃園蘆竹_32 後花園露營區",桃園市,都市土地,保護區,營業中,,違反水土保持法,否
桃園蘆竹_桃蘆坑農場,桃園市,都市土地,保護區,營業中,待清查,待清查,否
桃園蘆竹_簡家農場,桃園市,都市土地,保護區,營業中,,違反都市計畫法,否
卜谷嵐自然生態農園露營區-高雄市那瑪夏區瑪雅里瑪雅段746地號,高雄市,,,待確認,具有稅籍登記,,
山海戀露營活動場,高雄市,,,營業中,第一、二波公告,,
角宿休閒農場,高雄市,,,營業中,符合休閒農業輔導管理辦法,,
姊妹的家露營區-高雄市那瑪夏區達卡努瓦達卡努瓦段61地號,高雄市,,,待確認,具有稅籍登記,,
忠義營地,高雄市,,,營業中,第一、二波公告,,
青少年探索教育基地,高雄市,,,營業中,第一、二波公告,,
盈旬卡拉OK旗山三合院民宿-高雄市旗山區廣福里中興街6號,高雄市,,,待確認,具有稅籍登記,,
海韻露營區青年露營區,高雄市,,,營業中,第一、二波公告,,
高雄大樹_大觀庭園咖啡露營區,高雄市,非都市土地,特定目的事業用地,營業中,,水土保持法,否
高雄大樹_小希臘秘境露營區,高雄市,,,待確認,,,
高雄內門_竹亮山莊,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄內門_老爺的家露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_山水炎民宿渡假山莊,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_六龜森林生態花園露營區,高雄市,非都市土地,待確認,營業中,,水土保持法,否
"高雄六龜_天闊溫泉 SPA 會館",高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_芳晨溫泉渡假村,高雄市,非都市土地,待確認,營業中,待清查,待清查,否
高雄六龜_扇平山莊十八羅漢山露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
"高雄六龜_草地人 SPA 民宿",高雄市,非都市土地,農牧用地,營業中,,違反區域計畫法/非都市土地使用管制規則,否
"高雄六龜_荖濃田營農場露營區
(市招：家營農場)",高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_荖濃有機農場露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_彩虹森林快樂農場,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_悠然山莊露營區,高雄市,非都市土地,待確認,營業中,待清查,待清查,否
高雄六龜_陽光綠地水世界露營區,高雄市,非都市土地,農牧用地,營業中,,財政部國有財產署提供占用國有非公用土地之露營場,否
高雄六龜_嘉寶溫泉渡假村,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_福濃休閒農場露營區,高雄市,非都市土地,待確認,營業中,待清查,待清查,否
高雄六龜_輕風椰林親子露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_潘家露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_緣起農場新發露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_鴻來溫泉山莊,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_麒麟露營區,高雄市,非都市土地,農牧用地,營業中,,水土保持法,否
高雄六龜_寶來星野農場,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄六龜_寶來溫泉山莊,高雄市,非都市土地,,營業中,財政部國有財產署提供合法申請使用國有非公用土地,,否
高雄六龜_寶來溫泉山莊,高雄市,非都市土地,農牧用地,營業中,,違反水土保持法,否
高雄六龜_蘇菲凱文の快樂農場,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄六龜_蘇羅婆溫泉渡假村,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
"高雄六龜_戀戀南橫 2071 露營區",高雄市,非都市土地,待確認,營業中,待清查,待清查,否
高雄杉林_火山超人露營區,高雄市,非都市土地,林業用地,營業中,待清查,待清查,否
高雄杉林_永齡農場,高雄市,,,無營業,,,
高雄杉林_桂田休閒莊園露營區,高雄市,非都市土地,農牧用地,營業中,,水土保持法,否
高雄那瑪夏_巴尼蓋休閒農莊,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄那瑪夏_伊咪達督民宿,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄那瑪夏_那次嵐露營區,高雄市,非都市土地,林業用地,營業中,待清查,待清查,是
高雄那瑪夏_呼頌民宿渡假村,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄那瑪夏_拉比尼亞露營山莊,高雄市,非都市土地,林業用地,營業中,待清查,待清查,是
高雄那瑪夏_夏洱露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄那瑪夏_發拉斯民宿,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄那瑪夏_達里沐露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄那瑪夏_寧妮谷民宿,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄美濃_美圳露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄美濃_美綠生態園,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,否
高雄美濃_高雄農場,高雄市,非都市土地,特定目的事業用地,營業中,待清查,待清查,否
高雄美濃_高雄農場,高雄市,非都市土地,特定目的事業用地,營業中,第一、二波公告,,否
高雄美濃_德旺渡假山莊,高雄市,,,待確認,,,
高雄茂林_春天生態農場,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄茂林_烏巴克藝術空間,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄茂林_琉璃灣露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄茂林_得恩谷生態民宿,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄茂林_渡露灣民宿露營區,高雄市,非都市土地,林業用地,營業中,待清查,待清查,是
高雄茂林_萬山寨休閒露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄桃源_文家果園,高雄市,非都市土地,林業用地,營業中,待清查,待清查,是
高雄桃源_玉穗野溪溫泉,高雄市,非都市土地,待確認,營業中,待清查,待清查,是
高雄桃源_好望角果園,高雄市,,,待確認,,,
高雄桃源_阿爾山露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄桃源_海拉努休閒露營,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄桃源_梅山露營區,高雄市,,,無營業,,,
高雄桃源_橙月緣露營休閒區,高雄市,非都市土地,農牧用地,營業中,,水土保持法,是
高雄桃源_豐林農場露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
"高雄桃源_藤枝二集團茶園營地 (茶行報到點)",高雄市,,,待確認,,,
高雄桃源_藤枝製茶場露營區,高雄市,非都市土地,農牧用地,營業中,待清查,待清查,是
高雄桃源_藤枝櫻花原生茶園,高雄市,非都市土地,林業用地,營業中,,水土保持法,是
高雄楠梓_高雄大學露營烤肉區,高雄市,都市土地,大專用地,營業中,待清查,待清查,否
"高雄旗山_BANANA 芭娜娜樂園",高雄市,非都市土地,農牧用地,營業中,,農業發展條例,否
高雄旗山_三桃山森林遊樂區,高雄市,,,待確認,,,
高雄旗山_艾莉親子露營區,高雄市,非都市土地,特定目的事業用地,營業中,待清查,待清查,否
高雄旗山_麗湖露營區,高雄市,非都市土地,丙種建築用地,營業中,待清查,待清查,否
高雄旗津_海韻露營區,高雄市,都市土地,公園用地.都市計畫外,營業中,都市計畫土地使用管制,,否
鴻沄有限公司-高雄市左營區新光里文康路129巷30號1樓,高雄市,,,待確認,具有稅籍登記,,
基隆七堵_小梯田‧露‧,基隆市,非都市土地,農牧用地、林業用地暨丙種建築用地,無營業,,,
基隆七堵_朱比特瑪陵露營區,基隆市,非都市土地,林業用地,無營業,,,
基隆七堵_盛德休閒農場,基隆市,非都市土地,農牧用地,無營業,,,
基隆市童軍活動中心,基隆市,,,營業中,第一、二波公告,,
馬祖北竿_田園山莊民宿,連江縣,非都市土地,住宅區,無營業,,,
"馬祖南竿_55 據點背包客棧",連江縣,非都市土地,風景區,營業中,國有財產法,,無
大禾國際實業股份有限公司-雲林縣斗六市十三南路55-2號,雲林縣,,,待確認,具有稅籍登記,,
巴登大莊園休閒農場,雲林縣,,,營業中,符合休閒農業輔導管理辦法,,
東光營地,雲林縣,,,營業中,第一、二波公告,,
雲林口湖_海口故事園區,雲林縣,非都市土地,養殖用地,營業中,,違章建築,否
雲林斗六_九九莊園十三番農場,雲林縣,非都市土地,農牧用地,營業中,,違章建築,否
雲林斗六_紅螞蟻生態世界,雲林縣,非都市土地,農牧用地,營業中,,違反農發條例,否
雲林古坑_山峰民宿,雲林縣,非都市土地,農牧用地,無營業,,,
雲林古坑_石壁大飯店,雲林縣,非都市土地,農牧用地,無營業,,,
雲林古坑_石壁仙谷露營區,雲林縣,非都市土地,農牧用地,無營業,,,
雲林古坑_秀嶺日式庭園咖啡,雲林縣,非都市土地,農牧用地,無營業,,,否
雲林古坑_佳南美地露營區,雲林縣,非都市土地,農牧用地,營業中,,違反農發條例,否
雲林古坑_星夜露營區,雲林縣,非都市土地,農牧用地,營業中,,"違章建築
違反農發條例",否
雲林古坑_桐趣露營區,雲林縣,非都市土地,暫未編定,營業中,符合區域計畫法及區域計畫法/非都市土地使用管制規則,,否
雲林古坑_湖光山舍,雲林縣,非都市土地,農牧用地,無營業,,,否
雲林古坑_華山國小,雲林縣,非都市土地,特定目的事業用地,營業中,符合區域計畫法及區域計畫法/非都市土地使用管制規則,,否
雲林古坑_楓野民餐,雲林縣,非都市土地,農牧用地,無營業,,,
雲林古坑_劍湖園露營區,雲林縣,非都市土地,農牧用地,營業中,,"違章建築
違反農發條例",否
雲林古坑_德園莊,雲林縣,非都市土地,農牧用地,營業中,,違反農發條例,否
雲林古坑_櫻園日式木屋,雲林縣,非都市土地,農牧用地,無營業,,,否
雲林四湖_綠野沙崙露營園區,雲林縣,非都市土地,甲種建築用地,營業中,符合區域計畫法及區域計畫法/非都市土地使用管制規則,,否
雲林林內_林內農庄,雲林縣,非都市土地,農牧用地,營業中,,"違章建築
違反農發條例",否
雲林林內_盈樟竹屋渡假農場,雲林縣,非都市土地,農牧用地,營業中,,違反農發條例,否
雲林林內_逸境生態露營區,雲林縣,非都市土地,農牧用地,營業中,,農業處：該地上有建物(使照用途為資材室)，現況作露營活動中心違反使用,否
愷心露營區-雲林縣古坑鄉永光村大湖口60-25號,雲林縣,,,待確認,具有稅籍登記,,
"19 庄淺水灣海景露營餐廳",新北市,非都市土地,農牧用地,營業中,"土地使用分區管制要點或都市計畫法新北市施行細則
區域計畫法
消防法
商業登記法
水土保持法
水利法
休閒農業輔導管理辦法",,否
75區(恬緣),新北市,非都市土地,農牧用地,無營業,,,
九芎根101香魚農場,新北市,都市土地,保安保護區,無營業,,,
八三一營區,新北市,非都市土地,農牧用地,營業中,,區域計畫法,否
八里文化公園露營區,新北市,都市土地,公園用地,營業中,"土地使用分區管制要點或都市計畫法新北市施行細則
區域計畫法
消防法
商業登記法
水土保持法
水利法
休閒農業輔導管理辦法",,否
十三層營地,新北市,非都市土地,農牧用地,營業中,,區域計畫法,否
十分休息讚月桃寮露營區,新北市,非都市土地,農業區(農牧用地),營業中,,"土地使用分區管制要點或都市計畫法新北市施行細則
區域計畫法
水土保持法",否
十分自然露營區,新北市,非都市土地,農牧用地,營業中,,區域計畫法,否
三五野營區,新北市,非都市土地,林業用地,無營業,,,
三金焿子坪溫泉會館,新北市,非都市土地,礦業用地,營業中,,區域計畫法,否
上林國小,新北市,非都市土地,特定目的事業用地(學校)用地),營業中,,"區域計畫法
消防法
商業登記法",否
大屯溪古道休閒農場,新北市,非都市土地,國家公園區,營業中,,休閒農業輔導管理辦法,否
大舌湖營地,新北市,都市土地,保安保護區,無營業,,,
大溪地露營區,新北市,都市土地,保安保護區、停車場用地,營業中,,土地使用分區管制要點或都市計畫法新北市施行細則,否
大羅蘭生態農場,新北市,都市土地,保安保護區,營業中,,土地使用分區管制要點或都市計畫法新北市施行細則,待查明
山水畔休閒生態,新北市,非都市土地,農牧用地,營業中,,區域計畫法,否
山外山有機生態農場,新北市,都市土地,保安保護區,無營業,,,
山俠景觀營地,新北市,非都市土地,農牧用地,無營業,,,
山間小露,新北市,非都市土地,農牧用地,營業中,,區域計畫法,否
